"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"WRKSTAT_2_recoded",127,5215,2.60287631831256,1.90685260408518,4,2.75341480948958,0,0,4,4,-0.632270728739251,-1.60027956504911,0.026405230799186
"LIBMIL_2_recoded",128,5215,3.53998082454458,1.27390182239592,4,3.92451473759885,0,0,4,4,-2.4142382724522,3.83632093340231,0.0176404151866818
"FEPOL_2_recoded",129,5215,3.10028763183126,1.6668517102044,4,3.37502995446921,0,0,4,4,-1.31572138352876,-0.26449242840073,0.0230818071735968
"SPKMSLM_2_recoded",130,5215,3.53883029721956,1.27544202983278,4,3.92307692307692,0,0,4,4,-2.40870511125602,3.80944686972815,0.017661743281345
"POSTLIFE_2_recoded",131,5215,2.62837967401726,1.88720073712845,4,2.78528636472562,0,0,4,4,-0.658160355437073,-1.55668088751542,0.0261331006505234
"LIVEBLKS_2_recoded",132,5215,3.10201342281879,1.66668942403299,4,3.3771866762521,0,0,4,4,-1.32030610334568,-0.253548070144441,0.0230795599082328
"USCITZN_2_recoded",133,5215,2.61093000958773,1.90398492888154,4,2.76347951114306,0,0,4,4,-0.641744934010812,-1.58794306106961,0.0263655205324108
"SPKCOM_2_recoded",134,5215,3.53883029721956,1.27544202983278,4,3.92307692307692,0,0,4,4,-2.40870511125602,3.80944686972815,0.017661743281345
"SATJOB_2_recoded",135,5215,3.04928092042186,1.69411619730172,4,3.31128684399712,0,0,4,4,-1.2323618002848,-0.468157705192865,0.0234593534364195
"SPKRAC_2_recoded",136,5215,3.53959731543624,1.27406434710359,4,3.92403546609154,0,0,4,4,-2.41164663151648,3.82495564680613,0.0176426657551879
"USEWWW_2_recoded",137,5215,3.91716203259827,0.569694633187764,4,4,0,0,4,4,-6.72919945663483,43.2904265739244,0.00788887313164796
"LIBRAC_2_recoded",138,5215,3.53998082454458,1.27360067830522,4,3.92451473759885,0,0,4,4,-2.41367898959438,3.83478116703562,0.0176362450797728
"DIVLAW_2_recoded",139,5215,3.11658676893576,1.64860457810408,4,3.39539899352983,0,0,4,4,-1.34423313767756,-0.178372042453575,0.0228291291566909
"COLMSLM_2_recoded",140,5215,3.07229146692234,1.68545676381193,4,3.34004313443566,0,0,4,4,-1.26992750291772,-0.383573760954834,0.0233394415253477
"COLHOMO_2_recoded",141,5215,3.07363374880153,1.68386170049741,4,3.34172058471124,0,0,4,4,-1.27227732917055,-0.376281816036871,0.0233173538113477
"COLMIL_2_recoded",142,5215,3.07459252157239,1.68273707053241,4,3.34291876347951,0,0,4,4,-1.27350945738241,-0.372782461765938,0.0233017804452019
"COLATH_2_recoded",143,5215,3.07440076701822,1.68257458977961,4,3.34267912772586,0,0,4,4,-1.27258437579928,-0.374882801654838,0.0232995304853629
"GETAHEAD_2_recoded",144,5215,3.06979865771812,1.68857446229883,4,3.33692786963815,0,0,4,4,-1.26591405292967,-0.395678112105923,0.0233826140012551
"RACOPEN_2_recoded",145,5215,3.53729626078619,1.27819155946681,4,3.92115983704769,0,0,4,4,-2.4028383778104,3.77858615254066,0.0176998175218082
"HAPPY_2_recoded",146,5215,2.60421860019175,1.90597485800297,4,2.75509225976516,0,0,4,4,-0.633570117980678,-1.59824226215007,0.0263930761691772
"HAPMAR_2_recoded",147,5215,3.33211888782359,1.49097592956207,4,3.66474958063743,0,0,4,4,-1.78558353054199,1.19074568265658,0.0206463590587826
"HAPCOHAB_2_recoded",148,5215,3.88456375838926,0.668272048058864,4,4,0,0,4,4,-5.6269192929571,29.7004344484176,0.00925392850387862
"PRAYER_2_recoded",149,5215,3.09913710450623,1.66899029336369,4,3.37359213994728,0,0,4,4,-1.31499610471528,-0.268177708919,0.0231114213041192
"SPKATH_2_recoded",150,5215,3.53691275167785,1.2788027442225,4,3.92068056554038,0,0,4,4,-2.40082461582963,3.76789863063265,0.0177082809313557
"PREMARSX_2_recoded",151,5215,3.09837008628955,1.66995472432841,4,3.37263359693266,0,0,4,4,-1.31343629432067,-0.272774767962255,0.0231247763071009
"JOBLOSE_2_recoded",152,5215,3.51236816874401,1.30554218677203,4,3.89000718907261,0,0,4,4,-2.31079263929175,3.35163319499511,0.0180785566151969
"INCOM16_2_recoded",153,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"RELPERSN_2_recoded",154,5215,2.60747842761266,1.90307466993105,4,2.75916606757728,0,0,4,4,-0.637082737466043,-1.59210120044521,0.0263529156789348
"SPRTPRSN_2_recoded",155,5215,2.61073825503356,1.9008708690849,4,2.76323987538941,0,0,4,4,-0.6412695730222,-1.58543812657307,0.0263223984434373
"POPESPKS_2_recoded",156,5215,3.69837008628955,1.05438388775833,4,4,0,0,4,4,-3.21459731557133,8.34681741409585,0.0146006302991409
"SEXBIRTH_2_recoded",157,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"SATFIN_2_recoded",158,5215,2.60345158197507,1.9063185003268,4,2.75413371675054,0,0,4,4,-0.632851273162527,-1.59918205834922,0.0263978347723612
"POLVIEWS_2_recoded",159,5215,2.61744966442953,1.8968313917777,4,2.77162712676731,0,0,4,4,-0.648627704766469,-1.57423393297912,0.0262664615921168
"MARBLK_2_recoded",160,5215,3.09990412272291,1.66917436690681,4,3.3745506829619,0,0,4,4,-1.31680824178735,-0.264291827890652,0.023113970271134
"MARHISP_2_recoded",161,5215,3.10488974113135,1.66426516540336,4,3.38078121255691,0,0,4,4,-1.32638422433289,-0.236765986266839,0.0230459898732466
"MARWHT_2_recoded",162,5215,3.09990412272291,1.66882962556174,4,3.3745506829619,0,0,4,4,-1.31631253838105,-0.265154264593143,0.0231091964492021
"HOMOSEX_2_recoded",163,5215,3.08322147651007,1.6739321049041,4,3.35370237239396,0,0,4,4,-1.28829714356448,-0.330088581621891,0.0231798532710216
"CHLDIDEL_2_recoded",164,5215,3.10297219558965,1.6643849320245,4,3.37838485502037,0,0,4,4,-1.32232326892332,-0.244645318445758,0.0230476483471458
"DISCAFFM_2_recoded",165,5215,3.5424736337488,1.27201308110605,4,3.92763000239636,0,0,4,4,-2.4224836466194,3.87296892779262,0.017614260753155
"DISCAFF_2_recoded",166,5215,3.07555129434324,1.68081258717575,4,3.34411694224778,0,0,4,4,-1.2740081849763,-0.36967366544657,0.0232751310717302
"DISCAFFW_2_recoded",167,5215,3.55608820709492,1.25493610736492,4,3.94464414090582,0,0,4,4,-2.47484664424955,4.1304999893951,0.0173777865589671
"TEENSEX_2_recoded",168,5215,3.10105465004794,1.66761063789748,4,3.37598849748382,0,0,4,4,-1.31903059840029,-0.257191444031366,0.0230923164603936
"SEX_2_recoded",169,5215,2.60556088207095,1.90429020885566,4,2.75676971004074,0,0,4,4,-0.635201858151451,-1.59449651501051,0.0263697479111592
"XMARSEX_2_recoded",170,5215,3.07171620325983,1.68667571835824,4,3.33932422717469,0,0,4,4,-1.26885469138642,-0.387366897243619,0.0233563210555537
"RELIG_2_recoded",171,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"DENOM_2_recoded",172,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"SPDEN_2_recoded",173,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"LETDIE1_2_recoded",174,5215,3.54343240651965,1.2698680014344,4,3.92882818116463,0,0,4,4,-2.425354598208,3.89005783090298,0.0175845566618732
"INTLWHTS_2_recoded",175,5215,3.10508149568552,1.66361911670632,4,3.38102084831057,0,0,4,4,-1.32608957587237,-0.236873912669149,0.0230370436836376
"BETRLANG_2_recoded",176,5215,3.66807286673058,1.103263816837,4,4,0,0,4,4,-3.02216476981882,7.13601146777214,0.015277497407802
"BIBLE_2_recoded",177,5215,2.6176414189837,1.89863865132854,4,2.77186676252097,0,0,4,4,-0.649780796164168,-1.57460659735541,0.0262914877034438
"IF16WHO_2_recoded",178,5215,3.67114093959732,1.07371270739547,4,4,0,0,4,4,-3.03798522612151,7.38442493899176,0.0148682870349059
"SEXEDUC_2_recoded",179,5215,3.0974113135187,1.67144587422353,4,3.37143541816439,0,0,4,4,-1.31192092499683,-0.277862128932545,0.0231454250751559
"RELITEN_2_recoded",180,5215,2.60172579098754,1.907517705067,4,2.75197699496765,0,0,4,4,-0.6307783206716,-1.60242587232708,0.0264144408162015
"GUNLAW_2_recoded",181,5215,3.07152444870566,1.68594459099674,4,3.33908459142104,0,0,4,4,-1.26817304270822,-0.388034351911071,0.0233461967351513
"REBORN_2_recoded",182,5215,2.61955896452541,1.89406867917061,4,2.77426312005751,0,0,4,4,-0.651493766850088,-1.56819884798126,0.0262282047998165
"HEALTH_2_recoded",183,5215,3.06634707574305,1.69200402488098,4,3.33261442607237,0,0,4,4,-1.26020496086422,-0.411751819128285,0.023430105029837
"INCOME16_2_recoded",184,5215,2.64391179290508,1.86830221443069,4,2.80469686077163,0,0,4,4,-0.669507938749115,-1.52967873181873,0.0258714024717922
